Unnamed: 0,ID,Fullname,Birthday,Sex,Hometown,Jobtype,Salary,Marital Status
4855,123456789012,Nguyễn Văn An,20/05/1993,Male,Đắk Lắk,Software Engineer,50.0,Single
4856,123456789123,Nguyễn Văn A,20/05/1990,Male,Phú Yên,Engineer,500.0,Single
4857,123456789123,Nguyễn Văn A,20/05/1990,Male,Ninh Thuận,Software Engineer,500.0,Single
4858,123456789012,Nguyễn Văn An,26/03/1991,Male,Hà Tĩnh,Software Engineer,20.0,Single
4859,123456789012,Nguyễn Văn Anh,15/07/1985,Male,Lào Cai,Software Engineer,500.0,Married
4860,123456789012,Nguyễn Văn Anh,16/12/1990,Female,Cần Thơ,Teacher,650.0,Single
4861,123456789012,Nguyễn Văn An,12/06/1986,Male,Bình Định,Engineer,15.0,Single
4862,123456789012,Nguyễn Văn An,27/06/1985,Male,Lạng Sơn,Software Engineer,200.0,Married
4863,468123095872,Nguyễn Văn Anh,20/04/1990,Male,Phú Yên,Engineer,150.0,Single
4864,123456789123,Nguyễn Văn Anh,12/05/1980,Male,An Giang,Software Developer,20.0,Married
4865,123456789012,Nguyễn Văn A,20/01/1990,Male,Long An,Software Engineer,25.0,Single
4866,218437516829,Nguyễn Phương Thảo,13/02/1985,Female,Bình Thuận,Teacher,18.0,Married
4867,123456789012,Nguyễn Văn A,07/08/1989,Male,Thanh Hóa,Software Engineer,500.0,Single
4868,123456789012,Nguyễn Văn An,23/05/1987,Male,Cần Thơ,Software Engineer,500.0,Single
4869,123456789012,Nguyễn Văn Anh,20/04/1990,Female,Lào Cai,Teacher,450.0,Married
4870,978563215402,Nguyễn Văn Anh,15/08/1987,Male,Gia Lai,Engineer,450.0,Single
4871,123456789123,Nguyễn Văn Anh,24/09/1992,Male,Hưng Yên,Teacher,7.0,Single
4872,123456789012,Nguyễn Thị Minh Khai,06/11/1978,Female,Bình Phước,Doctor,500.0,Married
4873,123456789012,Nguyễn Văn An,16/02/1985,Male,Lai Châu,Engineer,500.0,Married
4874,123456789012,Nguyễn Văn Anh,12/10/1988,Male,Yên Bái,Engineer,500.0,Married
4875,123456789012,Nguyễn Văn An,25/07/1995,Male,Bình Dương,Software Engineer,30.0,Single
4876,102135788912,Nguyễn Thị Minh Khai,12/01/1975,Female,Cao Bằng,Engineer,35.0,Married
4877,123456789123,Nguyễn Thị Lan,12/05/1992,Female,Gia Lai,Designer,700.0,Married
4878,123456789012,Nguyễn Văn Anh,22/05/1983,Female,Quảng Ngãi,Teacher,15.0,Married
4879,123456789012,Nguyễn Tấn Phát,21/10/1990,Male,Phú Yên,Software Developer,25.0,Single
4880,123456789012,Nguyễn Văn A,12/06/1980,Male,Cao Bằng,Teacher,10.0,Married
4881,123456789012,Nguyễn Văn An,12/05/1978,Male,Đắk Nông,Teacher,20.0,Married
4882,786123456789,Nguyễn Văn A,12/05/1990,Male,Đồng Tháp,Engineer,500.0,Single
4883,123456789012,Nguyễn Văn An,15/12/1985,Male,Hồ Chí Minh,Software Engineer,30.0,Single
4884,123456789012,Nguyễn Văn A,20/05/1990,Male,Quảng Ngãi,Software Engineer,20.0,Single
4885,123456789123,Nguyễn Hồng Phúc,15/07/1977,Male,Cần Thơ,Software Engineer,30.0,Married
4886,123456789012,Nguyễn Văn A,20/02/1992,Male,Thừa Thiên Huế,Engineer,700.0,Single
4887,578901234567,Nguyễn Văn Anh,13/05/1989,Male,Hưng Yên,Software Engineer,45.0,Single
4888,785943261178,Nguyễn Văn Anh,02/10/1990,Male,Thanh Hóa,Software Engineer,25.0,Single
4889,957483912376,Nguyễn Văn Anh,25/06/1990,Male,Đà Nẵng,Teacher,500.0,Married
4890,372856391201,Nguyễn Văn Hai,16/02/1989,Male,Tuyên Quang,Software Engineer,500.0,Married
4891,123456789012,Nguyễn Văn A,20/11/1992,Male,Nghệ An,Engineer,500.0,Single
4892,123456789012,Nguyễn Văn An,16/10/1985,Male,Hải Phòng,Software Engineer,15.0,Single
4893,123456789012,Nguyễn Văn An,05/07/1985,Male,Bình Thuận,Software Engineer,20.0,Single
4894,578462013897,Nguyễn Thị Kim Ngân,22/05/1992,Female,An Giang,Teacher,15.0,Single
4895,123456789012,Nguyễn Văn A,01/01/1990,Male,Vĩnh Phúc,Engineer,550.0,Single
4896,123456789012,Nguyễn Văn A,12/04/1970,Male,Khánh Hòa,Teacher,700.0,Married
4897,349860175483,Nguyễn Thị Minh Khai,22/02/1987,Female,Sơn La,Teacher,25.0,Single
4898,387635684721,Nguyễn Văn Huy,20/11/1990,Male,Bà Rịa - Vũng Tàu,Engineer,500.0,Single
4899,123456789012,Nguyễn Văn Anh,15/11/1989,Male,Bà Rịa - Vũng Tàu,Software Engineer,300.0,Single
4900,123456789012,Nguyễn Thị Minh Khai,12/05/1978,Female,Bến Tre,Teacher,30.0,Married
4901,123456789012,Nguyễn Văn An,23/05/1987,Male,Kiên Giang,Teacher,500.0,Married
4902,981234567890,Nguyễn Thị Hồng Nhung,11/07/1984,Female,Bình Thuận,Software Developer,12.0,Married
4903,638472936102,Nguyễn Văn An,29/05/1987,Male,Phú Yên,Software Engineer,15.0,Single
4904,123456789012,Nguyễn Thị Minh Khai,20/07/1985,Female,Sóc Trăng,Teacher,10.0,Married
4905,123456789012,Nguyễn Văn A,12/04/1985,Male,Tây Ninh,Engineer,10.0,Married
4906,123456789123,Nguyễn Văn Anh,15/04/1990,Female,Ninh Thuận,Engineer,500.0,Single
4907,123456789123,Nguyễn Văn An,12/03/1988,Male,Cần Thơ,Software Engineer,500.0,Single
4908,345678123456,Nguyễn Văn A,12/05/1985,Male,Tây Ninh,Engineer,500.0,Married
4909,382938459274,Nguyễn Văn Anh,15/07/1987,Female,Vĩnh Phúc,Teacher,25.0,Married
4910,527841789643,Nguyễn Văn Hùng,02/10/1985,Male,Hải Phòng,Engineer,730.0,Married
4911,123456789012,Nguyễn Thanh Hà,20/03/1985,Male,Quảng Ngãi,Software Engineer,350.0,Married
4912,123456789123,Nguyễn Văn An,20/06/1987,Male,Tiền Giang,Software Engineer,200.0,Single
4913,123456789123,Nguyễn Văn Minh,19/09/1990,Male,Thanh Hóa,Software Engineer,500.0,Single
4914,123456789012,Nguyễn Văn An,16/07/1985,Male,Quảng Nam,Engineer,500.0,Married
4915,123456789123,Nguyễn Văn A,01/07/1980,Male,Khánh Hòa,Engineer,500.0,Married
4916,123456789012,Nguyễn Văn A,23/05/1995,Male,Cà Mau,Engineer,500.0,Single
4917,123456789012,Nguyễn Văn An,20/11/1988,Male,Nghệ An,Software Developer,50.0,Single
4918,123456789012,Nguyễn Văn Hoàng,25/12/1990,Male,Phú Yên,Engineer,700.0,Married
4919,123456789012,Nguyễn Thị Minh Khai,20/08/1985,Female,Quảng Trị,architect,500.0,Married
4920,123456789123,Nguyễn Văn Anh,12/11/1985,Male,Lào Cai,Software Engineer,25.0,Married
4921,123456789012,Nguyễn Thị Mai,16/12/1984,Female,Hà Giang,Teacher,25.0,Married
4922,123456789012,Nguyễn Thị Minh Khai,12/05/1985,Female,Hà Nội,Teacher,15.0,Married
4923,123456789123,Nguyễn Thị Minh Châu,15/06/1980,Female,Yên Bái,Teacher,20.0,Married
4924,123456789123,Nguyễn Văn Phong,25/10/1990,Male,Nghệ An,Software Engineer,15.0,Married
4925,123456789012,Nguyễn Văn An,12/05/1989,Male,Đắk Lắk,Software Engineer,700.0,Single
4926,985623147852,Nguyễn Văn Anh,25/03/1986,Male,Hà Giang,Software Engineer,350.0,Single
4927,347890123456,Nguyễn Văn A,16/05/1990,Male,Đắk Nông,Software Engineer,700.0,Married
4928,124567891234,Nguyễn Thị Hoa,21/08/1991,Female,Quảng Nam,Teacher,15.0,Single
4929,895324785321,Nguyễn Văn A,15/07/1986,Male,Kiên Giang,Software Developer,500.0,Married
4930,123456789012,Nguyễn Thị Minh Khai,20/08/1995,Female,Quảng Ngãi,Teacher,20.0,Single
4931,123456789012,Nguyễn Văn A,12/08/1985,Male,Lai Châu,Engineer,500.0,Married
4932,123456789123,Nguyễn Văn An,15/06/1987,Male,Bình Thuận,Software Engineer,500.0,Married
4933,123456789101,Trần Quang Minh,15/05/1985,Male,Đà Nẵng,Software Engineer,700.0,Married
4934,548750967321,Nguyễn Thị Lan,27/07/1979,Female,Hải Phòng,Teacher,900.0,Married
4935,745631482930,Nguyễn Thị Hương,16/05/1987,Female,Hưng Yên,Teacher,600.0,Married
4936,123456789012,Nguyễn Văn Anh,12/07/1984,Male,Quảng Ngãi,Software Developer,35.0,Single
4937,345678912345,Nguyễn Thị Hoàn,01/06/1990,Female,Hà Nội,Teacher,37.0,Married
4938,123456789012,Nguyễn Văn An,27/06/1992,Male,Bến Tre,Software Engineer,20.0,Single
4939,123456789012,Nguyễn Văn A,20/03/1985,Male,Long An,Software Engineer,20.0,Single
4940,123456789012,Nguyễn Văn A,15/02/1985,Male,Bắc Kạn,Teacher,15.0,Married
4941,123456789012,Nguyễn Thị Anh,05/06/1990,Female,Lào Cai,Software Engineer,25.0,Single
4942,123456789012,Nguyễn Văn Anh,22/07/1990,Female,Đắk Lắk,Teacher,9.0,Single
4943,573619842193,Nguyễn Thị Minh Khai,25/05/1990,Female,Quảng Bình,Banker,450.0,Married
4944,123456789012,Nguyễn Văn A,01/02/1985,Male,Phú Yên,Software Engineer,500.0,Married
4945,123456789012,Nguyễn Thị Minh Khai,20/07/1981,Female,Bình Định,Teacher,500.0,Single
4946,123456789012,Nguyễn Thị Kim Anh,12/02/1987,Female,Thừa Thiên Huế,Data Analyst,35.0,Single
4947,123456789012,Nguyễn Thị Kim Ngân,12/05/1986,Female,Ninh Bình,Teacher,20.0,Married
4948,123456789101,Nguyễn Thị Minh Khai,14/07/1985,Female,Bình Phước,Teacher,500.0,Married
4949,123456789012,Nguyễn Văn A,17/08/1985,Male,Đắk Nông,Teacher,30.0,Married
4950,123456789123,Nguyễn Văn Anh,12/07/1985,Male,Đắk Lắk,Engineer,500.0,Married
4951,764395827461,Nguyễn Văn Minh,15/07/1986,Male,Hà Giang,Engineer,100.0,Single
4952,123456789012,Trần Thị Minh Khai,20/04/1987,Female,Bắc Ninh,Software Engineer,50.0,Single
4953,123456789012,Pham Ngoc Thanh,05/06/1980,Male,Bình Dương,Engineer,350.0,Married
4954,123456789123,Nguyễn Văn An,15/04/1985,Male,Hồ Chí Minh,Software Engineer,50.0,Married
4955,123456789012,Nguyễn Văn Anh,03/05/1985,Female,Quảng Trị,Software Developer,12.0,Married
4956,123456789123,Nguyễn Văn A,21/03/1990,Male,Bắc Ninh,Software Engineer,500.0,Single
4957,123456789012,Nguyễn Văn An,16/07/1990,Male,Nam Định,Engineer,500.0,Single
4958,123456789012,Nguyễn Thị Binh,25/03/1980,Female,Trà Vinh,Teacher,15.0,Married
4959,123456789012,Nguyễn Văn An,25/07/1990,Male,Cao Bằng,Software Engineer,20.0,Single
4960,123456789012,Nguyễn Văn A,25/12/1990,Male,Trà Vinh,Software Engineer,20.0,Single
4961,982349202431,Nguyễn Văn An,12/12/1987,Male,Ninh Thuận,Software developer,15.0,Single
4962,123456789012,Nguyễn Văn Thanh,15/02/1975,Male,Sơn La,Teacher,20.0,Married
4963,123456789123,Nguyễn Văn Anh,23/10/1990,Male,Đắk Nông,Engineer,450.0,Single
4964,123456789012,Nguyễn Văn An,03/11/1982,Male,Hà Giang,Engineer,500.0,Married
4965,346872549862,Nguyễn Văn An,30/08/1990,Male,Bình Dương,Software engineer,25.0,Single
4966,327841029384,Nguyễn Thị Minh Kieu,23/05/1987,Female,Ninh Bình,Teacher,15.0,Married
4967,123456789012,Nguyễn Thanh Long,13/06/1985,Male,Tuyên Quang,IT Engineer,20.0,Married
4968,123456789012,Nguyễn Văn Anh,12/06/1990,Male,Sóc Trăng,Business Analyst,35.0,Single
4969,123456789012,Nguyễn Văn A,12/05/1989,Male,Lào Cai,Software Engineer,20.0,Single
4970,123456789012,Nguyễn Văn Anh,24/05/1995,Male,Thái Bình,Software Engineer,45.0,Single
4971,345678901234,Nguyễn Thị Lan,20/12/1990,Female,Bình Thuận,Teacher,35.0,Single
4972,123456789012,Trần Văn Anh,01/02/1970,Male,Ninh Bình,Software Developer,25.0,Married
4973,123456789012,Nguyễn Văn Anh,12/05/1989,Male,Bắc Ninh,Software Engineer,25.0,Single
4974,123456789123,Nguyễn Văn Anh,12/04/1985,Male,Tuyên Quang,Software Engineer,20.0,Single
4975,123456789012,Nguyễn Văn Anh,20/09/1996,Female,Kon Tum,Doctor,700.0,Married
4976,123456789012,Nguyễn Văn An,25/11/1985,Male,Trà Vinh,Architect,500.0,Married
4977,982738492642,Nguyễn Thị Mai,20/09/1990,Female,Hải Phòng,Software Engineer,15.0,Single
4978,859473029481,Trần Thị Thu Hằng,25/08/1993,Female,Bình Định,Engineer,500.0,Married
4979,982304820481,Nguyễn Văn An,12/03/1987,Male,Nghệ An,Software Engineer,300.0,Single
4980,845692374512,Nguyễn Văn Anh,23/08/1987,Male,Cần Thơ,Software Engineer,30.0,Single
4981,123456789123,Nguyễn Văn Hiếu,12/07/1991,Male,Ninh Thuận,Software Engineer,20.0,Single
4982,123456789012,Nguyễn Văn An,12/01/1990,Male,Cà Mau,Engineer,500.0,Single
4983,123456789012,Nguyễn Minh Hoàng,01/05/1988,Male,Ninh Thuận,Engineer,17.0,Single
4984,123456789012,Nguyễn Văn An,15/04/1985,Male,Đà Nẵng,Software Engineer,450.0,Married
4985,235647891201,Nguyễn Văn Anh,12/07/1985,Male,Yên Bái,Software Engineer,50.0,Married
4986,123456789012,Phan Kim Liên,30/05/1989,Female,Đồng Nai,Teacher,23.0,Married
4987,125687945321,Nguyễn Văn An,21/03/1990,Male,Hà Giang,Software Engineer,500.0,Married
4988,641883207587,Nguyễn Thị Hoa,21/08/1985,Female,Quảng Ngãi,Teacher,30.0,Married
4989,123456789012,Nguyễn Văn Toàn,12/04/1987,Male,Vĩnh Long,Engineer,15.0,Married
4990,123456789123,Nguyễn Văn A,02/03/1978,Male,Quảng Trị,Engineer,500.0,Married
4991,123456789012,Ngô Thị Hương,15/04/1980,Female,Quảng Ngãi,Accountant,30.0,Married
4992,123456789012,Trần Văn Hùng,15/07/1980,Male,Đắk Lắk,Software Engineer,30.0,Married
4993,123456789012,Nguyễn Văn A,12/03/1985,Male,Nam Định,Engineer,500.0,Married
4994,123456789012,Nguyễn Thị Minh Khai,15/07/1985,Female,Quảng Ngãi,School teacher,15.0,Married
4995,123456789012,Nguyễn Văn Thuận,15/04/1987,Male,Đà Nẵng,Software Developer,500.0,Married
4996,584672391008,Nguyễn Thanh Hùng,14/05/1987,Male,Quảng Trị,Software Engineer,23.0,Single
4997,123456789012,Nguyễn Văn An,15/03/1980,Male,Cần Thơ,Software Engineer,500.0,Married
4998,123456789012,Nguyễn Văn Minh,24/02/1992,Male,Bình Dương,Software Engineer,15.0,Single
4999,123456789012,Nguyễn Thị Minh Khai,11/04/1985,Female,Đắk Lắk,School Teacher,12.0,Married
5000,123456789012,Nguyễn Văn A,15/04/1992,Male,Đắk Lắk,Engineer,500.0,Married
5001,102938475601,Nguyễn Thị Anh,20/06/1992,Female,Lâm Đồng,Teacher,15.0,Single
5002,123456789012,Nguyễn Văn Anh,12/12/1985,Male,Gia Lai,Software Engineer,30.0,Married
5003,123456789012,Nguyễn Văn An,20/04/1990,Male,Bắc Ninh,Engineer,500.0,Single
5004,394782759283,Nguyễn Thị Minh Khai,12/05/1983,Female,Hồ Chí Minh,Engineer,15.0,Married
5005,123456789123,Nguyễn Văn An,25/04/1990,Male,Hà Tĩnh,Software Engineer,30.0,Single
5006,123456789012,Nguyễn Văn Anh,25/06/1990,Female,Lâm Đồng,Software Engineer,700.0,Married
5007,123456789012,Nguyễn Thị Minh Khai,20/02/1980,Female,Bắc Ninh,Teacher,500.0,Married
5008,123456789012,Nguyễn Thị Mai,19/02/1990,Female,An Giang,Teacher,15.0,Married
5009,285739124675,Nguyễn Văn Anh,16/08/1987,Male,Ninh Thuận,Software Developer,20.0,Single
5010,123456789012,Nguyễn Văn An,20/12/1989,Male,Đồng Nai,Engineer,500.0,Single
5011,123456789012,Nguyễn Văn Anh,09/02/1985,Male,Bình Dương,Software Engineer,700.0,Married
5012,311429058869,Nguyễn Văn Anh,21/12/1989,Female,Khánh Hòa,Teacher,700.0,Married
5013,123456789123,Nguyễn Văn A,20/05/1990,Male,Đắk Nông,Engineer,700.0,Married
5014,987654321012,Nguyễn Văn Anh,15/07/1988,Male,Lạng Sơn,Software Engineer,30.0,Single
5015,567432198567,Nguyễn Văn Minh,12/04/1990,Male,Cà Mau,Software Engineer,450.0,Single
5016,123456789012,Nguyễn Thị Minh Khai,12/10/1985,Female,Hải Dương,Teacher,45.0,Single
5017,123456789012,Nguyễn Thị Anh,28/07/1990,Female,Bắc Ninh,Teacher,10.0,Single
5018,123456789012,Nguyễn Thị Minh Châu,15/07/1985,Female,Kon Tum,Software Developer,30.0,Married
5019,123456789012,Nguyễn Thị Hồng Nhung,12/10/1990,Female,Hải Dương,Banker,25.0,Married
5020,123456789012,Nguyễn Văn An,22/06/1995,Male,Sóc Trăng,Software Engineer,45.0,Single
5021,123456789012,Nguyễn Thị Thu Trầng,12/08/1987,Female,Thanh Hóa,Teacher,23.0,Married
5022,123456789012,Nguyễn Thị Minh,17/04/1985,Female,Long An,Data Scientist,200.0,Married
5023,239678345123,Nguyễn Thị Thanh Nhan,20/12/1992,Female,Gia Lai,Data Scientist,17.0,Single
5024,987654321012,Nguyễn Văn Phuc,12/04/1987,Male,Yên Bái,Software Engineer,25.0,Single
5025,123456789101,Nguyễn Văn Hùng,05/10/1985,Male,Hồ Chí Minh,Software engineer,15.0,Single
5026,438512673254,Nguyễn Thị Minh Khai,29/03/1992,Female,Hà Giang,Teacher,15.0,Single
5027,123456789012,Nguyễn Văn A,25/12/1992,Male,Yên Bái,Software Engineer,25.0,Single
5028,123456789123,Nguyễn Văn A,15/04/1995,Male,Khánh Hòa,Software Engineer,15.0,Single
5029,123456789012,Nguyễn Văn A,20/05/1990,Male,Hưng Yên,Engineer,200.0,Single
5030,123456789012,Nguyễn Văn A,15/07/1980,Male,Bạc Liêu,Software Engineer,500.0,Married
5031,123456789012,Nguyễn Văn A,15/03/1990,Male,Trà Vinh,Engineer,20.0,Married
5032,123456789012,Nguyễn Văn An,25/03/1990,Male,Bình Thuận,Engineer,20.0,Single
5033,123456789012,Nguyễn Thị Minh Khai,21/05/1990,Female,Thừa Thiên Huế,Teacher,15.0,Single
5034,987654321012,Pham Văn Minh,12/05/1983,Male,Sơn La,Engineer,450.0,Married
5035,564738294351,Nguyễn Văn Minh,19/05/1995,Male,Yên Bái,Software Engineer,850.0,Single
5036,789564123010,Nguyễn Thị Minh Khai,25/07/1992,Female,Đắk Lắk,Teacher,45.0,Single
5037,123456789012,Nguyễn Phương Linh,01/01/1990,Female,Quảng Nam,Teacher,15.0,Single
5038,981234567890,Nguyễn Văn Hồng,30/04/1990,Male,Cần Thơ,Software Engineer,45.0,Single
5039,934256719416,Nguyễn Tấn Phát,19/03/1987,Male,Nghệ An,Software Engineer,500.0,Married
5040,356729483920,Trần Quốc Bao,09/03/1990,Male,Long An,Teacher,15.0,Married
5041,123456789012,Nguyễn Văn Thao,20/05/1990,Male,Ninh Bình,Software Engineer,500.0,Single
5042,123456789012,Nguyễn Văn Anh,15/09/1980,Female,Bạc Liêu,Teacher,350.0,Married
5043,123456789101,Nguyễn Văn Anh,19/02/1985,Male,Thanh Hóa,Engineer,500.0,Married
5044,945759128379,Trần Hữu Phương,24/05/1991,Male,Phú Thọ,Software Developer,50.0,Single
5045,123456789012,Nguyễn Văn An,17/08/1987,Male,Đồng Nai,Software Engineer,25.0,Single
5046,123456789012,Nguyễn Văn Anh,12/06/1990,Male,Cần Thơ,Software Engineer,15.0,Single
5047,123456789012,Nguyễn Văn A,12/04/1985,Male,Thái Nguyên,Engineer,500.0,Married
5048,123456789012,Lê Thị Minh Khai,25/06/1985,Female,Bạc Liêu,Teacher,15.0,Married
5049,123456789123,Nguyễn Thị Bảo Trân,20/08/1984,Female,Quảng Trị,Software Developer,20.0,Married
5050,123456789012,Nguyễn Văn A,03/12/1985,Male,Bà Rịa - Vũng Tàu,Software Engineer,500.0,Single
5051,394578629282,Nguyễn Văn A,12/03/1988,Male,Yên Bái,Engineer,500.0,Married
5052,123456789012,Nguyễn Thị Anh Thu,01/08/1990,Female,Tiền Giang,Teacher,15.0,Single
5053,564870123109,Nguyễn Thị Minh Khai,14/06/1985,Female,Phú Yên,Teacher,20.0,Married
5054,123456789012,Nguyễn Văn Anh,24/05/1989,Female,Ninh Thuận,Teacher,35.0,Married
5055,123456789123,Nguyễn Văn An,16/05/1985,Male,Tuyên Quang,Engineer,500.0,Married
5056,123456789123,Trần Quốc Khánh,01/03/1990,Male,Bình Thuận,Software Developer,45.0,Single
5057,123456789012,Nguyễn Văn A,20/03/1990,Male,Kon Tum,Software Engineer,500.0,Single
5058,123456789012,Anh Tuấn Pham,25/07/1990,Male,Hưng Yên,Software Engineer,20.0,Single
5059,123456789012,Nguyễn Văn A,14/05/1985,Male,Vĩnh Long,Software Engineer,18.0,Single
5060,123456789012,Nguyễn Văn Anh,20/05/1992,Male,Cần Thơ,Software Developer,30.0,Single
5061,123456789012,Nguyễn Văn Minh,12/07/1987,Male,Đồng Tháp,Engineer,500.0,Married
5062,983427485903,Nguyễn Thị Bảo An,20/11/1989,Female,Sơn La,Marketer,450.0,Single
5063,657856234435,Nguyễn Thị Kim Anh,14/03/1980,Female,Cà Mau,Engineer,25.0,Married
5064,124578963214,Nguyễn Thị Hoa,21/05/1991,Female,Gia Lai,Teacher,15.0,Single
5065,123456789012,Nguyễn Văn An,12/05/1989,Male,Hà Giang,Software Engineer,500.0,Married
5066,453671269834,Nguyễn Thị Minh Khai,12/04/1976,Female,Bình Phước,Teacher,13.0,Married
5067,293829182839,Nguyễn Văn A,20/10/1995,Male,Vĩnh Long,Engineer,15.0,Single
5068,123456789012,Nguyễn Văn Hoàng,23/11/1986,Male,Lào Cai,Software Developer,25.0,Single
5069,123456789101,Nguyễn Thị Minh Khai,15/08/1985,Female,Tây Ninh,Teacher,20.0,Married
5070,123456789012,Nguyễn Văn A,20/03/1990,Male,Sơn La,Teacher,500.0,Single
5071,123456789012,Nguyễn Thị Anh Thu,20/05/1985,Female,Sơn La,Teacher,20.0,Married
5072,123456789123,Nguyễn Văn An,12/09/1987,Male,Ninh Thuận,Software Engineer,500.0,Married
5073,123456789012,Nguyễn Văn An,02/03/1987,Male,Cà Mau,Software Engineer,20.0,Single
5074,123456789012,Nguyễn Văn Anh,20/05/1990,Male,Hà Nội,Software Engineer,500.0,Single
5075,123456789123,Nguyễn Văn A,12/04/1985,Male,Hà Nội,Engineer,900.0,Married
5076,458972361984,Nguyễn Văn An,25/07/1995,Male,Đồng Tháp,Engineer,300.0,Single
5077,345678912345,Nguyễn Văn An,15/03/1985,Male,Quảng Bình,Software Developer,30.0,Single
5078,123456789012,Nguyễn Thị Minh Tam,15/08/1990,Female,Bến Tre,Teacher,10.0,Single
5079,123456789012,Nguyễn Văn A,16/05/1985,Male,Đắk Lắk,Software Engineer,35.0,Married
5080,123456789123,Nguyễn Văn Anh,12/07/1987,Male,Vĩnh Long,Software Developer,500.0,Single
5081,123456789012,Nguyễn Văn Minh,12/09/1979,Male,Bình Định,Accountant,500.0,Married
5082,123456789012,Nguyễn Văn An,01/03/1990,Male,Hồ Chí Minh,Software Engineer,30.0,Single
5083,123456789101,Nguyễn Văn Anh,15/07/1980,Male,Kon Tum,Software Engineer,500.0,Married
5084,274638291145,Pham Thị Huong,12/06/1980,Female,Kiên Giang,Primary School Teacher,15.0,Married
5085,123456789012,Nguyễn Văn Anh,17/05/1985,Male,Bình Thuận,Software Engineer,300.0,Married
5086,345876123789,Nguyễn Văn A,07/02/1990,Male,Đắk Nông,Engineer,500.0,Single
5087,123456789012,Nguyễn Văn A,06/12/1985,Male,Vĩnh Phúc,Engineer,40.0,Married
5088,123456789012,Nguyễn Văn Anh,15/08/1992,Female,Đồng Tháp,Software Engineer,400.0,Single
5089,123456789012,Nguyễn Văn A,01/04/1990,Male,Đà Nẵng,Engineer,500.0,Single
5090,123456789012,Nguyễn Thị Ha,17/07/1990,Female,Thái Nguyên,Software Engineer,25.0,Single
5091,546789123456,Nguyễn Dinh Thịen Phuc,28/07/1990,Male,Tuyên Quang,Software Engineer,30.0,Single
5092,938473912467,Nguyễn Văn Anh,28/09/1996,Male,Bến Tre,Software Engineer,15.0,Single
5093,123456789123,Nguyễn Văn Anh,15/05/1985,Female,Hà Tĩnh,Accountant,25.0,Married
5094,123456789012,Nguyễn Văn Minh,12/08/1985,Male,Ninh Thuận,Software Developer,500.0,Single
5095,566789094501,Nguyễn Văn Anh,22/05/1988,Male,Cà Mau,Software Engineer,50.0,Single
5096,123456789012,Nguyễn Văn Anh,20/03/1989,Male,An Giang,Software Engineer,700.0,Married
5097,114576839012,Nguyễn Văn Thanh,12/05/1988,Male,Thái Bình,Engineer,850.0,Married
5098,123456789101,Nguyễn Văn A,12/05/1990,Male,Ninh Thuận,Software Engineer,500.0,Married
5099,123456789012,Nguyễn Văn An,16/05/1990,Male,Đà Nẵng,Engineer,300.0,Single
5100,123456789012,Nguyễn Thị Minh Khai,16/07/1985,Female,Long An,Teacher,30.0,Married
5101,372809162315,Nguyễn Văn Anh,15/07/1992,Male,Nam Định,Software Developer,20.0,Single
5102,123456789012,Nguyễn Thị Minh Khai,12/12/1976,Female,Khánh Hòa,Teacher,15.0,Married
5103,123456789012,Nguyễn Văn Anh,14/05/1992,Male,Nghệ An,Software Engineer,800.0,Single
5104,123456789123,Nguyễn Văn An,20/07/1993,Male,Hồ Chí Minh,Software Engineer,700.0,Single
5105,123456789012,Nguyễn Thị Anh,19/04/1991,Female,Cao Bằng,Teacher,30.0,Single
5106,123456789012,Nguyễn Văn An,12/07/1990,Male,Bắc Kạn,Software Engineer,30.0,Single
5107,839284028410,Nguyễn Thị Minh Khai,14/07/1989,Female,Bình Định,Teacher,15.0,Single
5108,123456789123,Nguyễn Văn An,20/05/1985,Male,Khánh Hòa,Software Engineer,50.0,Married
5109,123456789012,Nguyễn Văn A,24/04/1993,Male,Gia Lai,Software Engineer,25.0,Single
5110,123456789012,Nguyễn Văn An,23/02/1987,Male,Yên Bái,Software Developer,15.0,Single
5111,571986294081,Nguyễn Văn Thanh,20/05/1984,Male,Hưng Yên,Engineer,500.0,Married
5112,123456789012,Nguyễn Văn Anh,14/02/1988,Male,Hưng Yên,Software Engineer,20.0,Single
5113,123456789012,Nguyễn Văn An,20/10/1990,Male,Hà Nội,Software Engineer,500.0,Single
5114,123456789123,Nguyễn Văn A,12/05/1989,Male,Nghệ An,Teacher,23.0,Single
5115,123456789012,Nguyễn Văn A,12/08/1985,Male,Bình Định,Software Engineer,700.0,Married
5116,123456789012,Trần Thị Hương,12/02/1980,Female,Thừa Thiên Huế,Doctor,50.0,Married
5117,458732154218,Nguyễn Văn Quang,16/02/1994,Male,Khánh Hòa,Software Engineer,700.0,Single
5118,785623741823,Nguyễn Văn A,10/05/1990,Male,Bắc Kạn,Engineer,300.0,Single
5119,123456789012,Nguyễn Văn A,25/07/1990,Male,Lào Cai,Engineer,500.0,Single
5120,538294482218,Nguyễn Thị Anh Thu,01/04/1987,Female,Thái Bình,Banker,35.0,Married
5121,123456789123,Nguyễn Văn An,12/07/1990,Male,Cần Thơ,Software Developer,500.0,Single
5122,123456789012,Nguyễn Văn Anh,20/07/1992,Male,Hải Phòng,Engineer,500.0,Single
5123,123456789012,Nguyễn Văn An,16/04/1985,Male,Bạc Liêu,Software Engineer,500.0,Married
